Date,Customers,Promo,Stateholiday,Schoolholiday
2014-05-25,473.7142857142857,0.7142857142857143,0.0,0.0
2014-06-01,359.42857142857144,0.0,0.14285714285714285,0.0
2014-06-08,501.7142857142857,0.7142857142857143,0.0,0.0
2014-06-15,307.7142857142857,0.0,0.14285714285714285,0.5714285714285714
2014-06-22,463.7142857142857,0.7142857142857143,0.14285714285714285,0.7142857142857143
2014-06-29,387.0,0.0,0.0,0.0
2014-07-06,512.0,0.7142857142857143,0.0,0.0
2014-07-13,385.7142857142857,0.0,0.0,0.0
2014-07-20,481.14285714285717,0.7142857142857143,0.0,0.0
2014-07-27,377.85714285714283,0.0,0.0,0.0
2014-08-03,532.7142857142857,0.7142857142857143,0.0,0.2857142857142857
2014-08-10,462.0,0.7142857142857143,0.0,0.7142857142857143
2014-08-17,351.0,0.0,0.0,0.7142857142857143
2014-08-24,437.42857142857144,0.7142857142857143,0.0,0.7142857142857143
2014-08-31,340.85714285714283,0.0,0.0,0.7142857142857143
2014-09-07,452.2857142857143,0.7142857142857143,0.0,0.7142857142857143
2014-09-14,369.2857142857143,0.0,0.0,0.7142857142857143
2014-09-21,499.85714285714283,0.7142857142857143,0.0,0.0
2014-09-28,352.0,0.0,0.0,0.0
2014-10-05,427.85714285714283,0.7142857142857143,0.14285714285714285,0.0
2014-10-12,455.14285714285717,0.7142857142857143,0.0,0.0
2014-10-19,353.14285714285717,0.0,0.0,0.0
2014-10-26,438.42857142857144,0.7142857142857143,0.0,0.0
2014-11-02,323.0,0.0,0.14285714285714285,0.5714285714285714
2014-11-09,525.4285714285714,0.7142857142857143,0.0,0.0
2014-11-16,454.0,0.7142857142857143,0.0,0.0
2014-11-23,356.0,0.0,0.0,0.0
2014-11-30,502.0,0.7142857142857143,0.0,0.0
2014-12-07,497.7142857142857,0.7142857142857143,0.0,0.0
2014-12-14,409.42857142857144,0.0,0.0,0.0
2014-12-21,596.0,0.7142857142857143,0.0,0.0
2014-12-28,344.7142857142857,0.0,0.2857142857142857,0.7142857142857143
2015-01-04,323.14285714285717,0.0,0.14285714285714285,0.7142857142857143
2015-01-11,416.57142857142856,0.7142857142857143,0.14285714285714285,0.14285714285714285
2015-01-18,476.14285714285717,0.7142857142857143,0.0,0.0
2015-01-25,350.42857142857144,0.0,0.0,0.0
2015-02-01,487.0,0.7142857142857143,0.0,0.0
2015-02-08,489.57142857142856,0.7142857142857143,0.0,0.0
2015-02-15,378.85714285714283,0.0,0.0,0.0
2015-02-22,485.57142857142856,0.7142857142857143,0.0,0.0
2015-03-01,371.14285714285717,0.0,0.0,0.0
2015-03-08,495.85714285714283,0.7142857142857143,0.0,0.0
2015-03-15,373.0,0.0,0.0,0.0
2015-03-22,499.85714285714283,0.7142857142857143,0.0,0.0
2015-03-29,384.2857142857143,0.0,0.0,0.0
2015-04-05,521.2857142857143,0.7142857142857143,0.14285714285714285,0.7142857142857143
2015-04-12,326.42857142857144,0.0,0.14285714285714285,0.7142857142857143
2015-04-19,477.0,0.7142857142857143,0.0,0.0
2015-04-26,361.2857142857143,0.0,0.0,0.0
2015-05-03,456.42857142857144,0.7142857142857143,0.14285714285714285,0.0
2015-05-10,466.42857142857144,0.7142857142857143,0.0,0.0
2015-05-17,327.7142857142857,0.0,0.14285714285714285,0.0
2015-05-24,479.7142857142857,0.7142857142857143,0.0,0.0
2015-05-31,321.14285714285717,0.0,0.14285714285714285,0.5714285714285714
2015-06-07,414.14285714285717,0.7142857142857143,0.14285714285714285,0.7142857142857143
2015-06-14,349.7142857142857,0.0,0.0,0.0
2015-06-21,480.14285714285717,0.7142857142857143,0.0,0.0
2015-06-28,356.7142857142857,0.0,0.0,0.0
2015-07-05,473.42857142857144,0.7142857142857143,0.0,0.0
2015-07-12,362.42857142857144,0.0,0.0,0.0
2015-07-19,461.0,0.7142857142857143,0.0,0.0
2015-07-26,357.0,0.0,0.0,0.0
2015-08-02,597.0,1.0,0.0,0.4
